MSSV,HoTenSV,GioiTinh,MaLop,Email,DoB,TrangThai,CCCD,SDT
20234785,VŨ HOÀNG DŨNG,Nam,IT-E15-K68-02,dung.vh234785@sis.hust.edu.vn,2005-08-27,1,771699155468,0916140885
20234786,VŨ TIẾN DŨNG,Nam,IT-E15-K68-02,dung.vt234786@sis.hust.edu.vn,2005-12-26,1,491946833666,0997550763
20234787,NGUYỄN ĐẮC HẢI DƯƠNG,Nam,IT-E15-K68-01,duong.ndh234787@sis.hust.edu.vn,2005-12-01,1,401697717049,0908196570
20234788,NGUYỄN HOÀNG DƯƠNG,Nam,IT-E15-K68-02,duong.nh234788@sis.hust.edu.vn,2005-02-17,1,204735397551,0977777990
20234790,PHẠM ĐÌNH DƯƠNG,Nam,IT-E15-K68-02,duong.pd234790@sis.hust.edu.vn,2005-06-01,1,274693376640,0904012719
20234791,PHƯƠNG HOÀNG DƯƠNG,Nam,IT-E15-K68-02,duong.ph234791@sis.hust.edu.vn,2005-05-11,1,376555854805,0976239773
20234793,NGUYỄN ĐỨC DUY,Nam,IT-E15-K68-02,duy.nd234793@sis.hust.edu.vn,2005-02-11,1,682321128139,0912441247
20234795,NGUYỄN MINH DUY,Nam,IT-E15-K68-02,duy.nm234795@sis.hust.edu.vn,2005-12-10,1,575099018006,0950225769
20234796,NGUYỄN THÀNH DUY,Nam,IT-E15-K68-02,duy.nt234796@sis.hust.edu.vn,2005-10-27,1,785991465473,0942318426
20234797,PHẠM ĐỨC DUY,Nam,IT-E15-K68-02,duy.pd234797@sis.hust.edu.vn,2005-01-28,1,757946958539,0952018202
20234798,VŨ ĐỨC DUYỆT,Nam,IT-E15-K68-02,duyet.vd234798@sis.hust.edu.vn,2005-10-22,1,327069299600,0907480044
20234801,NINH NGỌC HẠ,Nam,IT-E15-K68-02,ha.nn234801@sis.hust.edu.vn,2005-09-24,1,392794342146,0973957041
20234803,NGUYỄN VĂN HẢI,Nam,IT-E15-K68-02,hai.nv234803@sis.hust.edu.vn,2005-11-02,1,519469080976,0937863418
20234804,NGUYỄN VŨ HẢI,Nam,IT-E15-K68-02,hai.nv234804@sis.hust.edu.vn,2005-03-01,1,334763735844,0953791614
20234807,NINH QUỐC HẬU,Nam,IT-E15-K68-02,hau.nq234807@sis.hust.edu.vn,2005-06-29,1,685289528859,0981269925
20234808,VŨ MINH HIỂN,Nam,IT-E15-K68-02,hien.vm234808@sis.hust.edu.vn,2005-10-27,1,007627702325,0960004078
20234811,ĐỖ TRUNG HIẾU,Nam,IT-E15-K68-01,hieu.dt234811@sis.hust.edu.vn,2005-09-30,1,977320861050,0908648197
20234812,HÀ QUANG HIẾU,Nam,IT-E15-K68-01,hieu.hq234812@sis.hust.edu.vn,2005-07-14,1,500447315629,0924279068
20234813,LÊ CÔNG HIẾU,Nam,IT-E15-K68-01,hieu.lc234813@sis.hust.edu.vn,2005-02-02,1,712611524120,0983468558
20234814,LÊ MINH HIẾU,Nam,IT-E15-K68-01,hieu.lm234814@sis.hust.edu.vn,2005-04-29,1,035593394223,0967391024
20234815,LÊ TRUNG HIẾU,Nam,IT-E15-K68-01,hieu.lt234815@sis.hust.edu.vn,2005-08-06,1,262771049759,0929212455
20234817,NGHIÊM NGỌC HIẾU,Nam,IT-E15-K68-01,hieu.nn234817@sis.hust.edu.vn,2005-02-19,1,672309674017,0948517472
20234819,NGUYỄN VĂN HIẾU,Nam,IT-E15-K68-02,hieu.nv234819@sis.hust.edu.vn,2005-09-28,1,408944635101,0958919903
20234821,PHẠM TRUNG HIẾU,Nam,IT-E15-K68-02,hieu.pt234821@sis.hust.edu.vn,2005-11-29,1,719161277375,0982820932
20234822,PHẠM TRUNG HIẾU,Nam,IT-E15-K68-02,hieu.pt234822@sis.hust.edu.vn,2005-09-04,1,983562830820,0943318620
20234823,THẨM MINH HIẾU,Nam,IT-E15-K68-02,hieu.tm234823@sis.hust.edu.vn,2005-04-28,1,215242565809,0977665424
20234824,NGUYỄN HUY HOÀNG,Nam,IT-E15-K68-02,hoang.nh234824@sis.hust.edu.vn,2005-01-06,1,237543549609,0985775504
20234827,TRƯƠNG VĂN HUẤN,Nam,IT-E15-K68-02,huan.tv234827@sis.hust.edu.vn,2005-12-02,1,576144626900,0930745801
20234828,BÙI XUÂN HÙNG,Nam,IT-E15-K68-01,hung.bx234828@sis.hust.edu.vn,2005-11-20,1,808856241226,0912190718
20234830,NGUYỄN THẾ HÙNG,Nam,IT-E15-K68-02,hung.nt234830@sis.hust.edu.vn,2005-12-20,1,182967217809,0954911457
20234831,TRẦN ANH HÙNG,Nam,IT-E15-K68-02,hung.ta234831@sis.hust.edu.vn,2005-01-01,1,196671243940,0933601253
20234832,TRẦN KHÁNH HÙNG,Nam,IT-E15-K68-02,hung.tk234832@sis.hust.edu.vn,2005-11-10,1,090048951180,0944220719
20234834,LÊ DUY HƯNG,Nam,IT-E15-K68-01,hung.ld234834@sis.hust.edu.vn,2005-07-20,1,940889153574,0937782421
20234836,NGUYỄN VIỆT HƯNG,Nam,IT-E15-K68-02,hung.nv234836@sis.hust.edu.vn,2005-11-10,1,066453633891,0919879556
20234837,TRẦN TUẤN HƯNG,Nam,IT-E15-K68-02,hung.tt234837@sis.hust.edu.vn,2005-06-09,1,794616938377,0937669803
20234838,TRẦN XUÂN HƯNG,Nam,IT-E15-K68-02,hung.tx234838@sis.hust.edu.vn,2005-09-27,1,499639400746,0936810292
20234839,TRẦN THẢO HƯƠNG,Nu,IT-E15-K68-02,huong.tt234839@sis.hust.edu.vn,2005-12-02,1,341596445386,0960367348
20234841,CÙ KHẮC HUY,Nam,IT-E15-K68-01,huy.ck234841@sis.hust.edu.vn,2005-06-22,1,993578132235,0915687022
20234842,ĐỖ QUANG HUY,Nam,IT-E15-K68-01,huy.dq234842@sis.hust.edu.vn,2005-11-19,1,803616780604,0954747324
20234844,NGUYỄN BẢO HUY,Nam,IT-E15-K68-01,huy.nb234844@sis.hust.edu.vn,2005-07-08,1,326515917970,0999015988
20234846,NGUYỄN VĂN HUY,Nam,IT-E15-K68-02,huy.nv234846@sis.hust.edu.vn,2005-04-16,1,971251692596,0988577884
20234847,TRẦN QUANG HUY,Nam,IT-E15-K68-02,huy.tq234847@sis.hust.edu.vn,2005-01-17,1,515139174196,0991835936
20234848,ĐINH DUY KHẢI,Nam,IT-E15-K68-01,khai.dd234848@sis.hust.edu.vn,2005-03-12,1,046379352962,0947681868
20234849,ĐỖ VỸ KHANH,Nam,IT-E15-K68-01,khanh.dv234849@sis.hust.edu.vn,2005-05-26,1,244955415134,0979432104
20234850,NGUYỄN ĐẮC KHÁNH,Nam,IT-E15-K68-01,khanh.nd234850@sis.hust.edu.vn,2005-04-30,1,236738987487,0980073184
20234851,NGUYỄN QUỐC KHÁNH,Nam,IT-E15-K68-02,khanh.nq234851@sis.hust.edu.vn,2005-09-02,1,293442302656,0906501600
20234852,TRẦN ĐỨC KHÁNH,Nam,IT-E15-K68-02,khanh.td234852@sis.hust.edu.vn,2005-09-02,1,444753139693,0902871771
20234853,HOÀNG GIA KHIÊM,Nam,IT-E15-K68-01,khiem.hg234853@sis.hust.edu.vn,2005-08-27,1,809329206877,0996049290
20234855,NGUYỄN ĐỨC KHÔI,Nam,IT-E15-K68-02,khoi.nd234855@sis.hust.edu.vn,2005-05-02,1,374476950033,0999090605
20234856,LƯƠNG VĂN KHUÊ,Nam,IT-E15-K68-01,khue.lv234856@sis.hust.edu.vn,2005-03-07,1,831099465332,0918277918
20234860,NGUYỄN TUẤN KIỆT,Nam,IT-E15-K68-02,kiet.nt234860@sis.hust.edu.vn,2005-01-03,1,420597567614,0955465030
20234861,CAO NGỌC TÙNG LÂM,Nam,IT-E15-K68-02,lam.cnt234861@sis.hust.edu.vn,2005-11-21,1,511458873293,0989334346
20234862,NGUYỄN TÙNG LÂM,Nam,IT-E15-K68-03,lam.nt234862@sis.hust.edu.vn,2005-10-21,1,932340760652,0998167342
20234863,LƯƠNG THỊ MAI LAN,Nu,IT-E15-K68-01,lan.ltm234863@sis.hust.edu.vn,2005-04-14,1,111344869352,0961170410
20234865,PHẠM QUANG LẬP,Nam,IT-E15-K68-03,lap.pq234865@sis.hust.edu.vn,2005-10-08,1,724485948425,0978731745
20234866,NGUYỄN QUANG LINH,Nam,IT-E15-K68-03,linh.nq234866@sis.hust.edu.vn,2005-05-25,1,763129472511,0945369502
20234867,NGUYỄN QUANG LINH,Nam,IT-E15-K68-03,linh.nq234867@sis.hust.edu.vn,2005-09-12,1,979086718502,0953434856
20234868,TẠ ĐỨC LINH,Nam,IT-E15-K68-03,linh.td234868@sis.hust.edu.vn,2005-02-21,1,734482675543,0906936772
20234869,CHU VĂN LONG,Nam,IT-E15-K68-02,long.cv234869@sis.hust.edu.vn,2005-06-02,1,143390645406,0950885007
20234870,ĐẶNG HOÀNG LONG,Nam,IT-E15-K68-02,long.dh234870@sis.hust.edu.vn,2005-07-26,1,114078459436,0904384210
20234872,NGUYỄN THÀNH LONG,Nam,IT-E15-K68-03,long.nt234872@sis.hust.edu.vn,2005-09-21,1,876975197230,0925334969
20234873,NGUYỄN THÀNH LONG,Nam,IT-E15-K68-03,long.nt234873@sis.hust.edu.vn,2005-06-28,1,635822889055,0941906540
20234875,TRƯƠNG HẢI LONG,Nam,IT-E15-K68-03,long.th234875@sis.hust.edu.vn,2005-07-06,1,187858393590,0968209578
20234876,VƯƠNG ĐỨC LONG,Nam,IT-E15-K68-03,long.vd234876@sis.hust.edu.vn,2005-11-29,1,846903753324,0918823145
20234877,ĐOÀN THIÊN LUÂN,Nam,IT-E15-K68-02,luan.dt234877@sis.hust.edu.vn,2005-08-19,1,400446047448,0943753590
20234879,NGUYỄN BÁ LƯƠNG,Nam,IT-E15-K68-03,luong.nb234879@sis.hust.edu.vn,2005-03-29,1,986341398196,0961909931
20234880,TRẦN NGỌC LƯƠNG,Nam,IT-E15-K68-03,luong.tn234880@sis.hust.edu.vn,2005-06-14,1,136472415306,0982506415
20234881,NGUYỄN TRỌNG LƯỢNG,Nam,IT-E15-K68-03,luong.nt234881@sis.hust.edu.vn,2005-06-12,1,715903583649,0910432546
20234885,ĐỖ NGỌC MINH,Nam,IT-E15-K68-02,minh.dn234885@sis.hust.edu.vn,2005-07-23,1,373916628187,0955660676
20234886,LÊ GIA MINH,Nam,IT-E15-K68-02,minh.lg234886@sis.hust.edu.vn,2005-11-27,1,661283959319,0963659953
20234890,NGÔ VĂN MỸ,Nam,IT-E15-K68-03,my.nv234890@sis.hust.edu.vn,2005-06-10,1,199145849979,0908593066
20234894,NGUYỄN HẢI NAM,Nam,IT-E15-K68-03,nam.nh234894@sis.hust.edu.vn,2005-09-14,1,832215792343,0990328700
20234896,NGUYỄN NHƯ NAM,Nam,IT-E15-K68-03,nam.nn234896@sis.hust.edu.vn,2005-12-14,1,019787681307,0938907742
20234897,NGUYỄN PHƯƠNG NAM,Nam,IT-E15-K68-03,nam.np234897@sis.hust.edu.vn,2003-11-23,1,886024090355,0926288822
20234900,NGUYỄN MINH NGHĨA,Nam,IT-E15-K68-03,nghia.nm234900@sis.hust.edu.vn,2005-01-02,1,656368861586,0949317967
20234901,NGUYỄN ANH NGỌC,Nam,IT-E15-K68-03,ngoc.na234901@sis.hust.edu.vn,2005-06-24,1,496791833543,0900442016
20234902,NGUYỄN TRẦN BẢO NGUYÊN,Nam,IT-E15-K68-03,nguyen.ntb234902@sis.hust.edu.vn,2005-07-24,1,531725359644,0964536633
20234903,TRẦN TRUNG NGUYÊN,Nam,IT-E15-K68-03,nguyen.tt234903@sis.hust.edu.vn,2005-09-10,1,631655607960,0922217907
20234904,LƯU THỊ ÁNH NGUYỆT,Nu,IT-E10-K68-01,nguyet.lta234904@sis.hust.edu.vn,2005-09-21,1,215928591057,0941310575
20234905,PHẠM VĂN NHẬT,Nam,IT-E10-K68-01,nhat.pv234905@sis.hust.edu.vn,2005-07-13,1,417743035049,0984939793
20234906,VŨ YẾN NHI,Nu,IT-E10-K68-01,nhi.vy234906@sis.hust.edu.vn,2005-11-17,1,993760623032,0942060932
20234907,PHAN MINH NHỰT,Nam,IT-E10-K68-01,nhut.pm234907@sis.hust.edu.vn,2005-01-25,1,121764798762,0934699604
20234908,VŨ HOÀNG PHAN,Nam,IT-E10-K68-01,phan.vh234908@sis.hust.edu.vn,2005-05-18,1,369685845793,0980744113
20234909,THÂN NGỌC PHI,Nam,IT-E10-K68-01,phi.tn234909@sis.hust.edu.vn,2005-05-22,1,928148157827,0921841742
20234910,LƯU KỲ PHONG,Nam,IT-E10-K68-01,phong.lk234910@sis.hust.edu.vn,2005-01-12,1,307642663184,0988296108
20234914,VƯƠNG HỒNG PHÚC,Nam,IT-E10-K68-01,phuc.vh234914@sis.hust.edu.vn,2005-03-13,1,491877456653,0981050406
20234917,NGUYỄN ĐĂNG QUÂN,Nam,IT-E10-K68-01,quan.nd234917@sis.hust.edu.vn,2005-09-15,1,576887984366,0945292775
20234918,TẠ ANH QUÂN,Nam,IT-E10-K68-01,quan.ta234918@sis.hust.edu.vn,2005-08-10,1,533974869674,0931109110
20234920,HÀ SỸ MINH QUANG,Nam,IT-E10-K68-01,quang.hsm234920@sis.hust.edu.vn,2005-08-05,1,953530941115,0983438142
20234922,NGUYỄN VŨ ANH QUỐC,Nam,IT-E10-K68-01,quoc.nva234922@sis.hust.edu.vn,2005-01-17,1,311314330726,0905342741
20234924,NGUYỄN ĐÌNH QUÝ,Nam,IT-E10-K68-01,quy.nd234924@sis.hust.edu.vn,2005-08-24,1,333194090363,0950568825
20234925,PHẠM VĂN QUYẾN,Nam,IT-E10-K68-01,quyen.pv234925@sis.hust.edu.vn,2005-06-22,1,528859016978,0912723036
20234928,CAO THANH SÁNG,Nam,IT-E10-K68-01,sang.ct234928@sis.hust.edu.vn,2005-11-22,1,049574785912,0986618287
20234930,HOÀNG THÁI SƠN,Nam,IT-E10-K68-01,son.ht234930@sis.hust.edu.vn,2005-10-27,1,182190056128,0931240168
20234931,HOÀNG THIẾU SƠN,Nam,IT-E10-K68-01,son.ht234931@sis.hust.edu.vn,2005-10-13,1,015438269838,0913998633
20234932,NGUYỄN NGỌC SƠN,Nam,IT-E10-K68-01,son.nn234932@sis.hust.edu.vn,2005-07-02,1,653616898370,0984812551
20234933,NGUYỄN XUÂN SƠN,Nam,IT-E10-K68-01,son.nx234933@sis.hust.edu.vn,2005-12-08,1,279776917099,0985450806
20234935,PHẠM THÁI SƠN,Nam,IT-E10-K68-01,son.pt234935@sis.hust.edu.vn,2005-08-06,1,433209616163,0960252390
20234937,NGUYỄN DUY TÂN,Nam,IT-E10-K68-01,tan.nd234937@sis.hust.edu.vn,2005-09-07,1,712990729802,0975738195
20234938,ĐÀO MINH THÁI,Nam,IT-E10-K68-01,thai.dm234938@sis.hust.edu.vn,2005-06-26,1,647937597379,0996754216
20234940,NGUYỄN THÀNH NAM THẮNG,Nam,IT-E10-K68-01,thang.ntn234940@sis.hust.edu.vn,2005-10-25,1,893898058583,0956686383
20234941,NGUYỄN THIẾT ĐẠI THẮNG,Nam,IT-E10-K68-01,thang.ntd234941@sis.hust.edu.vn,2005-01-10,1,152625013284,0906253360
20234943,TRẦN QUYẾT THẮNG,Nam,IT-E10-K68-01,thang.tq234943@sis.hust.edu.vn,2005-03-28,1,854793001762,0908636423
20234944,VŨ ĐÌNH THẮNG,Nam,IT-E10-K68-01,thang.vd234944@sis.hust.edu.vn,2005-12-09,1,867442190523,0907811828
20234946,NGUYỄN NGỌC THANH,Nam,IT-E10-K68-01,thanh.nn234946@sis.hust.edu.vn,2005-09-24,1,788264880690,0970696958
20234948,NGUYỄN KHẮC THÀNH,Nam,IT-E10-K68-01,thanh.nk234948@sis.hust.edu.vn,2005-06-04,1,170053295018,0972935776
20234951,NGUYỄN MẬU THÊM,Nam,IT-E10-K68-01,them.nm234951@sis.hust.edu.vn,2005-08-20,1,136628955729,0949507152
20234952,TRẦN MINH THIỆN,Nam,IT-E10-K68-01,thien.tm234952@sis.hust.edu.vn,2005-05-15,1,065470780306,0984213936
20234955,PHẠM VĂN THOẠI,Nam,IT-E10-K68-01,thoai.pv234955@sis.hust.edu.vn,2005-09-09,1,014284500865,0954500444
20234956,ĐỖ XUÂN THÔNG,Nam,IT-E10-K68-01,thong.dx234956@sis.hust.edu.vn,2005-11-28,1,682168770285,0977583053
20234957,NGUYỄN ĐỨC THUẬN,Nam,IT-E10-K68-01,thuan.nd234957@sis.hust.edu.vn,2005-12-30,1,832646404237,0983574044
20234958,NGUYỄN VĂN THƯỢC,Nam,IT-E10-K68-02,thuoc.nv234958@sis.hust.edu.vn,2004-12-14,1,680763024539,0989659382
20234959,TRẦN NGỌC THƯƠNG,Nam,IT-E10-K68-02,thuong.tn234959@sis.hust.edu.vn,2005-10-29,1,440680104718,0951361906
20234961,PHẠM ĐÌNH TIẾN,Nam,IT-E10-K68-02,tien.pd234961@sis.hust.edu.vn,2005-07-22,1,246055045394,0968941806
20234962,PHẠM QUANG TIẾN,Nam,IT-E10-K68-02,tien.pq234962@sis.hust.edu.vn,2005-07-05,1,708925196629,0947637183
20234964,HOÀNG ĐỨC TRỌNG,Nam,IT-E10-K68-01,trong.hd234964@sis.hust.edu.vn,2005-12-07,1,255083604022,0984630255
20234966,TRẦN BÁ TRỌNG,Nam,IT-E10-K68-02,trong.tb234966@sis.hust.edu.vn,2005-11-09,1,466261983352,0979240228
20234967,NGUYỄN ĐỨC TRUNG,Nam,IT-E10-K68-01,trung.nd234967@sis.hust.edu.vn,2005-02-11,1,563225524093,0943892078
20234969,NGUYỄN HOÀNG TRUNG,Nam,IT-E10-K68-01,trung.nh234969@sis.hust.edu.vn,2005-08-09,1,504927384206,0920787459
20234970,PHẠM ĐỨC TRUNG,Nam,IT-E10-K68-02,trung.pd234970@sis.hust.edu.vn,2005-12-29,1,524590859678,0999933054
20234971,BÙI XUÂN TRƯỜNG,Nam,IT-E10-K68-01,truong.bx234971@sis.hust.edu.vn,2005-11-22,1,422880152634,0911640917
20234972,TRẦN NGUYỄN QUANG TRƯỜNG,Nam,IT-E10-K68-02,truong.tnq234972@sis.hust.edu.vn,2005-10-28,1,313405439549,0921779970
20234973,BÙI THẾ TÚ,Nam,IT-E10-K68-01,tu.bt234973@sis.hust.edu.vn,2005-01-27,1,148782254335,0909051217
20234974,VŨ HỮU TÚ,Nam,IT-E10-K68-02,tu.vh234974@sis.hust.edu.vn,2005-07-26,1,006214153027,0975953426
20234975,ĐẶNG VĂN TUẤN,Nam,IT-E10-K68-01,tuan.dv234975@sis.hust.edu.vn,2005-11-07,1,779028895105,0961654171
20234976,ĐỖ ANH TUẤN,Nam,IT-E10-K68-01,tuan.da234976@sis.hust.edu.vn,2005-12-15,1,745621906356,0987848442
20234980,LÊ HOÀNG TÙNG,Nam,IT-E10-K68-01,tung.lh234980@sis.hust.edu.vn,2005-03-09,1,155556441429,0914232896
20234981,NGUYỄN ĐĂNG TÙNG,Nam,IT-E10-K68-01,tung.nd234981@sis.hust.edu.vn,2005-01-20,1,244975506556,0979789068
20234982,NGUYỄN HOÀNG TÙNG,Nam,IT-E10-K68-01,tung.nh234982@sis.hust.edu.vn,2005-07-04,1,254526928304,0987896262
20234983,NGUYỄN MẠNH TÙNG,Nam,IT-E10-K68-01,tung.nm234983@sis.hust.edu.vn,2005-03-19,1,631232355377,0951927394
20234985,NGUYỄN THANH TÙNG,Nam,IT-E10-K68-01,tung.nt234985@sis.hust.edu.vn,2005-03-15,1,702672674043,0995554157
20234986,TRỊNH THANH TÙNG,Nam,IT-E10-K68-02,tung.tt234986@sis.hust.edu.vn,2005-09-20,1,669689885033,0948182473
20234987,CAO THU UYÊN,Nu,IT-E10-K68-01,uyen.ct234987@sis.hust.edu.vn,2005-06-18,1,400054025836,0955479596
20234988,ĐỖ THỊ VÂN,Nu,IT-E10-K68-01,van.dt234988@sis.hust.edu.vn,2005-08-18,1,573817802196,0920470113
20234989,NGUYỄN THỊ VÂN,Nu,IT-E10-K68-01,van.nt234989@sis.hust.edu.vn,2005-09-17,1,302052285803,0989615806
20234991,NGUYỄN QUANG VINH,Nam,IT-E10-K68-01,vinh.nq234991@sis.hust.edu.vn,2005-05-21,1,574633487104,0918469327
20234992,NGUYỄN THẾ VINH,Nam,IT-E10-K68-01,vinh.nt234992@sis.hust.edu.vn,2005-07-04,1,199565959348,0944374999
20234995,LÊ ĐINH HOÀNG VŨ,Nam,IT-E10-K68-01,vu.ldh234995@sis.hust.edu.vn,2005-12-16,1,620052120294,0976901065
20234996,PHẠM ĐOÀN TIẾN VŨ,Nam,IT-E10-K68-02,vu.pdt234996@sis.hust.edu.vn,2005-09-16,1,984896928057,0961745271
20234999,ĐẶNG TUẤN ANH,Nam,IT-EP-K68-02,anh.dt234999@sis.hust.edu.vn,2005-05-03,1,132572827052,0981050601
20235001,HÀ ĐỨC ANH,Nam,IT-EP-K68-02,anh.hd235001@sis.hust.edu.vn,2005-03-07,1,654811638085,0984254016
20235003,KIỀU ĐỨC TUẤN ANH,Nam,IT-EP-K68-02,anh.kdt235003@sis.hust.edu.vn,2005-07-13,1,248265956759,0971370931
20235006,NGUYỄN QUỐC ANH,Nam,IT-EP-K68-02,anh.nq235006@sis.hust.edu.vn,2005-09-01,1,823748712263,0997761566
20235007,NGUYỄN THẾ ANH,Nam,IT-EP-K68-02,anh.nt235007@sis.hust.edu.vn,2005-10-11,1,416832198777,0915131404
20235008,PHẠM ĐỨC ANH,Nam,IT-EP-K68-02,anh.pd235008@sis.hust.edu.vn,2005-11-18,1,506073642993,0907642612
20235009,TRẦN DUY ANH,Nam,IT-EP-K68-02,anh.td235009@sis.hust.edu.vn,2005-02-28,1,863909704483,0909027019
20235011,VŨ QUỐC ANH,Nam,IT-EP-K68-03,anh.vq235011@sis.hust.edu.vn,2005-07-20,1,859621874857,0902729883
20235015,TRƯƠNG VIẾT BẠN,Nam,IT-EP-K68-02,ban.tv235015@sis.hust.edu.vn,2005-01-02,1,557628558536,0970624633
20235016,LÊ DA BẢO,Nam,IT-EP-K68-02,bao.ld235016@sis.hust.edu.vn,2005-01-04,1,858346015082,0917299111
20235017,NGUYỄN GIA BẢO,Nam,IT-EP-K68-02,bao.ng235017@sis.hust.edu.vn,2005-09-23,1,289917536349,0993061438
20235018,NGUYỄN QUỐC BẢO,Nam,IT-EP-K68-02,bao.nq235018@sis.hust.edu.vn,2005-01-31,1,783319331503,0912475354
20235025,LÊ KIÊN CƯỜNG,Nam,IT-EP-K68-02,cuong.lk235025@sis.hust.edu.vn,2005-02-15,1,273809748025,0999478814
20235029,ĐÀM PHÚ ĐẠT,Nam,IT-EP-K68-02,dat.dp235029@sis.hust.edu.vn,2005-01-22,1,152511505552,0977819312
20235030,ĐOÀN XUÂN CÔNG ĐẠT,Nam,IT-EP-K68-03,dat.dxc235030@sis.hust.edu.vn,2005-12-03,1,433431149864,0983257639
20235031,LÊ ĐỨC ĐẠT,Nam,IT-EP-K68-03,dat.ld235031@sis.hust.edu.vn,2005-05-12,1,862588574050,0981521370
20235048,TRẦN MINH ĐỨC,Nam,IT-EP-K68-03,duc.tm235048@sis.hust.edu.vn,2005-08-06,1,488302834786,0999587308
20235055,NGUYỄN TRUNG DŨNG,Nam,IT-EP-K68-02,dung.nt235055@sis.hust.edu.vn,2005-11-11,1,514456971096,0958466561
20235056,TRẦN TIẾN DŨNG,Nam,IT-EP-K68-02,dung.tt235056@sis.hust.edu.vn,2005-01-26,1,379957214351,0914578924
20235058,ĐỖ TRỌNG THÁI DƯƠNG,Nam,IT-EP-K68-02,duong.dtt235058@sis.hust.edu.vn,2005-03-22,1,589074609418,0950800534
20235059,NGUYỄN HỒNG DƯƠNG,Nam,IT-EP-K68-02,duong.nh235059@sis.hust.edu.vn,2005-10-13,1,772802926388,0933999862
20235066,ĐỖ TRƯỜNG GIANG,Nam,IT-EP-K68-03,giang.dt235066@sis.hust.edu.vn,2005-10-24,1,381584393215,0988792611
20235077,LÊ ĐỨC HIẾU,Nam,IT-EP-K68-03,hieu.ld235077@sis.hust.edu.vn,2005-07-09,1,294877410209,0981060874
20235079,NGUYỄN TRUNG HIẾU,Nam,IT-EP-K68-03,hieu.nt235079@sis.hust.edu.vn,2005-09-09,1,168411531642,0941023145
20235086,NGUYỄN ĐÌNH HOÀNG,Nam,IT-EP-K68-03,hoang.nd235086@sis.hust.edu.vn,2005-01-17,1,545922685922,0949891911
20235092,TRƯƠNG VĂN HỒNG,Nam,IT-EP-K68-03,hong.tv235092@sis.hust.edu.vn,2005-07-04,1,856827524357,0978738032
20235095,KIM ANH HÙNG,Nam,IT-EP-K68-03,hung.ka235095@sis.hust.edu.vn,2005-10-04,1,366419066084,0946995439
20235096,LÊ MẠNH HÙNG,Nam,IT-EP-K68-03,hung.lm235096@sis.hust.edu.vn,2005-10-17,1,250514813000,0984271090
20235098,TRẦN MẠNH HÙNG,Nam,IT-EP-K68-03,hung.tm235098@sis.hust.edu.vn,2005-03-13,1,462010128853,0978191795
20235099,VŨ VINH HÙNG,Nam,IT-EP-K68-03,hung.vv235099@sis.hust.edu.vn,2005-06-07,1,523559407818,0927204321
20235106,NGUYỄN KIM HUY,Nam,IT-EP-K68-03,huy.nk235106@sis.hust.edu.vn,2005-06-19,1,789537865472,0913155972
20235109,NGUYỄN TẤT LÊ HUY,Nam,IT-EP-K68-03,huy.ntl235109@sis.hust.edu.vn,2005-08-01,1,289185050212,0905124611
20235111,TRẦN QUANG HUY,Nam,IT-EP-K68-03,huy.tq235111@sis.hust.edu.vn,2005-05-01,1,388675441396,0978963890
20235113,TRƯƠNG QUANG HUY,Nam,IT-EP-K68-03,huy.tq235113@sis.hust.edu.vn,2005-09-09,1,782168211212,0954192438
20235114,HOÀNG THỊ KHÁNH HUYỀN,Nu,IT-EP-K68-03,huyen.htk235114@sis.hust.edu.vn,2005-02-16,1,363117317075,0918981346
20235116,ĐẶNG HỮU KHANH,Nam,IT-EP-K68-03,khanh.dh235116@sis.hust.edu.vn,2005-04-05,1,859715400133,0972913663
20235122,NGUYỄN ANH KHÔI,Nam,IT-EP-K68-03,khoi.na235122@sis.hust.edu.vn,2005-10-07,1,066537025446,0914527524
20235131,NGUYỄN HUY KIỆT,Nam,IT-EP-K68-03,kiet.nh235131@sis.hust.edu.vn,2005-11-03,1,526765158890,0919800010
20235139,NGUYỄN VĂN LỢI,Nam,IT-EP-K68-03,loi.nv235139@sis.hust.edu.vn,2005-06-01,1,409705066503,0945452505
20235140,BÙI MINH LONG,Nam,IT-EP-K68-03,long.bm235140@sis.hust.edu.vn,2005-11-01,1,043510110158,0985397541
20235143,NGUYỄN TRỌNG PHI LONG,Nam,IT-EP-K68-03,long.ntp235143@sis.hust.edu.vn,2005-03-11,1,139346771071,0913480764
20235144,NGUYỄN VĂN LONG,Nam,IT-EP-K68-03,long.nv235144@sis.hust.edu.vn,2005-09-27,1,255997935548,0987556677
20235147,PHAN THỊ CẨM LY,Nu,IT-EP-K68-03,ly.ptc235147@sis.hust.edu.vn,2005-08-30,1,609840112374,0942250025
20235150,ĐINH TIẾN MẠNH,Nam,IT-EP-K68-03,manh.dt235150@sis.hust.edu.vn,2005-06-22,1,282980991790,0914740421
20235151,ĐỖ ĐỨC MẠNH,Nam,IT-EP-K68-03,manh.dd235151@sis.hust.edu.vn,2005-04-03,1,888078109256,0999817794
20235165,VŨ BÌNH MINH,Nam,IT-EP-K68-03,minh.vb235165@sis.hust.edu.vn,2005-05-25,1,326655426366,0963874332
20235170,HOÀNG THỊ TRÀ MY,Nu,IT-EP-K68-03,my.htt235170@sis.hust.edu.vn,2005-08-16,1,213750394260,0915252201
